Suburb,State,Postcode,Longitude ,Latitude 
YANDO,VIC,3537,143.744455,-36.079335
CANNIE,VIC,3540,143.45008,-35.89277
NINYEUNOOK,VIC,3540,143.45008,-35.89277
OAKVALE,VIC,3540,143.45008,-35.89277
QUAMBATOOK,VIC,3540,143.45008,-35.89277
COKUM,VIC,3542,143.406398,-35.700788
LALBERT,VIC,3542,143.406398,-35.700788
TITTYBONG,VIC,3542,143.363426,-35.75270861
TITYBONG,VIC,3542,143.406398,-35.700788
CHINANGIN,VIC,3544,143.1754083,-35.51717216
GOWANFORD,VIC,3544,143.14445,-35.487989
MURNUNGIN,VIC,3544,143.2411218,-35.61436535
SPRINGFIELD,VIC,3544,143.1143327,-35.57476437
ULTIMA,VIC,3544,143.14445,-35.487989
ULTIMA EAST,VIC,3544,143.3741381,-35.43230862
WAITCHIE,VIC,3544,143.14445,-35.487989
BOLTON,VIC,3546,142.850456,-35.060163
CHINKAPOOK,VIC,3546,142.850456,-35.060163
COCAMBA,VIC,3546,142.850456,-35.060163
GERAHMIN,VIC,3546,142.79978,-35.17251379
MANANGATANG,VIC,3546,142.850456,-35.060163
TUROAR,VIC,3546,142.850456,-35.060163
WINNAMBOOL,VIC,3546,142.850456,-35.060163
ANNUELLO,VIC,3549,142.820973,-34.766049
BANNERTON,VIC,3549,142.820973,-34.766049
HAPPY VALLEY,VIC,3549,142.820973,-34.766049
LIPAROO,VIC,3549,142.820973,-34.766049
ROBINVALE,VIC,3549,142.820973,-34.766049
ROBINVALE IRRIGATION DISTRICT SECTION B,VIC,3549,142.789595,-34.612077
ROBINVALE IRRIGATION DISTRICT SECTION C,VIC,3549,142.730687,-34.626246
ROBINVALE IRRIGATION DISTRICT SECTION D,VIC,3549,142.75566,-34.636393
ROBINVALE IRRIGATION DISTRICT SECTION E,VIC,3549,142.759585,-34.664554
TOL TOL,VIC,3549,142.820973,-34.766049
WANDOWN,VIC,3549,142.9427595,-34.82232378
WEMEN,VIC,3549,142.820973,-34.766049
BENDIGO,VIC,3550,144.285267,-36.764269
BENDIGO SOUTH,VIC,3550,144.285267,-36.764269
DIAMOND HILL,VIC,3550,144.285267,-36.764269
EAST BENDIGO,VIC,3550,144.285267,-36.764269
FLORA HILL,VIC,3550,144.285267,-36.764269
IRONBARK,VIC,3550,144.285267,-36.764269
KENNINGTON,VIC,3550,144.285267,-36.764269
LONG GULLY,VIC,3550,144.285267,-36.764269
NORTH BENDIGO,VIC,3550,144.285267,-36.764269
QUARRY HILL,VIC,3550,144.285267,-36.764269
SANDHURST EAST,VIC,3550,144.285267,-36.764269
SPRING GULLY,VIC,3550,144.285267,-36.764269
STRATHDALE,VIC,3550,144.285267,-36.764269
TYSONS REEF,VIC,3550,144.285267,-36.764269
WEST BENDIGO,VIC,3550,144.285267,-36.764269
WHITE HILLS,VIC,3550,144.285267,-36.764269
ARNOLD,VIC,3551,144.457937,-36.78137
ARNOLD WEST,VIC,3551,144.457937,-36.78137
ASCOT,VIC,3551,144.457937,-36.78137
AXE CREEK,VIC,3551,144.457937,-36.78137
AXEDALE,VIC,3551,144.457937,-36.78137
BAGSHOT,VIC,3551,144.457937,-36.78137
BAGSHOT NORTH,VIC,3551,144.457937,-36.78137
BENDIGO FORWARD,VIC,3551,144.457937,-36.78137
CORNELLA,VIC,3551,144.457937,-36.78137
CREEK VIEW,VIC,3551,144.6456354,-36.59845103
EMU CREEK,VIC,3551,144.457937,-36.78137
EPPALOCK,VIC,3551,144.457937,-36.78137
EPSOM,VIC,3551,144.457937,-36.78137
HUNTLY,VIC,3551,144.457937,-36.78137
HUNTLY NORTH,VIC,3551,144.457937,-36.78137
JUNORTOUN,VIC,3551,144.457937,-36.78137
KIMBOLTON,VIC,3551,144.457937,-36.78137
LAKE EPPALOCK,VIC,3551,144.5982185,-36.88282226
LLANELLY,VIC,3551,144.457937,-36.78137
LOCKWOOD,VIC,3551,144.457937,-36.78137
LOCKWOOD SOUTH,VIC,3551,144.457937,-36.78137
LONGLEA,VIC,3551,144.457937,-36.78137
MAIDEN GULLY,VIC,3551,144.457937,-36.78137
MANDURANG,VIC,3551,144.457937,-36.78137
MANDURANG SOUTH,VIC,3551,144.457937,-36.78137
MINTO,VIC,3551,144.457937,-36.78137
MOSQUITO CREEK,VIC,3551,144.457937,-36.78137
MURPHYS CREEK,VIC,3551,144.457937,-36.78137
MYOLA,VIC,3551,144.457937,-36.78137
MYOLA EAST,VIC,3551,144.457937,-36.78137
MYRTLE CREEK,VIC,3551,144.4059296,-36.93636806
NEWBRIDGE,VIC,3551,144.457937,-36.78137
PAINSWICK,VIC,3551,144.457937,-36.78137
PILCHERS BRIDGE,VIC,3551,144.457937,-36.78137
SEDGWICK,VIC,3551,144.457937,-36.78137
STRATHFIELDSAYE,VIC,3551,144.457937,-36.78137
TARNAGULLA,VIC,3551,144.457937,-36.78137
TOOLLEEN,VIC,3551,144.457937,-36.78137
WAANYARRA,VIC,3551,144.457937,-36.78137
WELLSFORD,VIC,3551,144.457937,-36.78137
WOODSTOCK ON LODDON,VIC,3551,144.457937,-36.78137
BENDIGO,VIC,3552,145.011924,-37.825288
BENDIGO DC,VIC,3554,144.279,-36.757
BIG HILL,VIC,3555,144.245239,-36.777226
GOLDEN GULLY,VIC,3555,144.245239,-36.777226
GOLDEN SQUARE,VIC,3555,144.245239,-36.777226
KANGAROO FLAT,VIC,3555,144.245239,-36.777226
LANSELL PLAZA,VIC,3555,144.245239,-36.777226
SPECIMEN HILL,VIC,3555,144.245239,-36.777226
CALIFORNIA GULLY,VIC,3556,144.178282,-36.656422
CAMPBELLS FOREST,VIC,3556,144.178282,-36.656422
COMET HILL,VIC,3556,144.178282,-36.656422
EAGLEHAWK,VIC,3556,144.178282,-36.656422
EAGLEHAWK NORTH,VIC,3556,144.178282,-36.656422
JACKASS FLAT,VIC,3556,144.178282,-36.656422
MYERS FLAT,VIC,3556,144.178282,-36.656422
SAILORS GULLY,VIC,3556,144.178282,-36.656422
SEBASTIAN,VIC,3556,144.178282,-36.656422
WHIPSTICK,VIC,3556,144.178282,-36.656422
WOODVALE,VIC,3556,144.178282,-36.656422
BARNADOWN,VIC,3557,144.576787,-36.63511
FOSTERVILLE,VIC,3557,144.576787,-36.63511
GOORNONG,VIC,3557,144.576787,-36.63511
MUSKERRY,VIC,3557,144.576787,-36.63511
MUSKERRY EAST,VIC,3557,144.576787,-36.63511
BURNEWANG,VIC,3558,144.638363,-36.51553
COROP WEST,VIC,3558,144.638363,-36.51553
CREEK VIEW,VIC,3558,144.638363,-36.51553
ELMORE,VIC,3558,144.638363,-36.51553
HUNTER,VIC,3558,144.638363,-36.51553
RUNNYMEDE,VIC,3558,144.6702395,-36.54452949
AVONMORE,VIC,3559,144.805307,-36.570077
BURRAMBOOT,VIC,3559,144.8317218,-36.53002718
COLBINABBIN,VIC,3559,144.805307,-36.570077
COROP,VIC,3559,144.805307,-36.570077
GOBARUP,VIC,3559,144.8712631,-36.67769551
LYNDALE,VIC,3559,144.805307,-36.570077
MAYREEF,VIC,3559,144.805307,-36.570077
RUNNYMEDE,VIC,3559,144.805307,-36.570077
BALLENDELLA,VIC,3561,144.709543,-36.321109
BAMAWM,VIC,3561,144.709543,-36.321109
BAMAWM EXTENSION,VIC,3561,144.709543,-36.321109
BONN,VIC,3561,144.7181934,-36.40526528
DIGGORA,VIC,3561,144.709543,-36.321109
DIGGORA WEST,VIC,3561,144.709543,-36.321109
FAIRY DELL,VIC,3561,144.709543,-36.321109
NANNEELLA,VIC,3561,144.709543,-36.321109
ROCHESTER,VIC,3561,144.709543,-36.321109
ROCHESTER WEST,VIC,3561,144.709543,-36.321109
THE SETTLEMENT,VIC,3561,144.709543,-36.321109
TIMMERING,VIC,3561,144.709543,-36.321109
TORRUMBARRY,VIC,3562,144.46276,-36.062544
LOCKINGTON,VIC,3563,144.515589,-36.256251
BAMAWM EXTENSION,VIC,3564,144.6014151,-36.18096611
CAMPASPE WEST,VIC,3564,144.728806,-36.168997
ECHUCA,VIC,3564,144.728806,-36.168997
ECHUCA EAST,VIC,3564,144.728806,-36.168997
ECHUCA SOUTH,VIC,3564,144.728806,-36.168997
ECHUCA VILLAGE,VIC,3564,144.728806,-36.168997
ECHUCA WEST,VIC,3564,144.728806,-36.168997
KANYAPELLA,VIC,3564,144.728806,-36.168997
MCEVOYS,VIC,3564,144.728806,-36.168997
PATHO,VIC,3564,144.728806,-36.168997
PATHO WEST,VIC,3564,144.728806,-36.168997
ROSLYNMEAD,VIC,3564,144.728806,-36.168997
SIMMIE,VIC,3564,144.728806,-36.168997
WHARPARILLA,VIC,3564,144.728806,-36.168997
KOTTA,VIC,3565,144.511713,-36.182336
GUNBOWER,VIC,3566,144.383334,-35.945748
HORFIELD,VIC,3567,144.262942,-35.931669
LEITCHVILLE,VIC,3567,144.262942,-35.931669
BURKES BRIDGE,VIC,3568,144.184089,-35.809462
COHUNA,VIC,3568,144.184089,-35.809462
CULLEN,VIC,3568,144.184089,-35.809462
DALTONS BRIDGE,VIC,3568,144.184089,-35.809462
GANNAWARRA,VIC,3568,144.184089,-35.809462
KEELY,VIC,3568,144.184089,-35.809462
MACORNA NORTH,VIC,3568,144.184089,-35.809462
MCMILLANS,VIC,3568,144.184089,-35.809462
MEAD,VIC,3568,144.184089,-35.809462
MINCHA WEST,VIC,3568,144.184089,-35.809462
WEE WEE RUP,VIC,3568,144.184089,-35.809462
AUCHMORE,VIC,3570,144.28053,-36.515303
DRUMMARTIN,VIC,3570,144.28053,-36.515303
KAMAROOKA,VIC,3570,144.28053,-36.515303
NEILBOROUGH,VIC,3570,144.28053,-36.515303
RAYWOOD,VIC,3570,144.28053,-36.515303
SUMMERFIELD,VIC,3570,144.28053,-36.515303
DINGEE,VIC,3571,144.206865,-36.36819
KAMAROOKA NORTH,VIC,3571,144.206865,-36.36819
POMPAPIEL,VIC,3571,144.206865,-36.36819
TANDARRA,VIC,3571,144.206865,-36.36819
YALLOOK,VIC,3571,144.206865,-36.36819
MILLOO,VIC,3572,144.257135,-36.266642
PIAVELLA,VIC,3572,144.257135,-36.266642
PRAIRIE,VIC,3572,144.257135,-36.266642
TENNYSON,VIC,3572,144.257135,-36.266642
CALIVIL,VIC,3573,144.297958,-36.164865
MITIAMO,VIC,3573,144.297958,-36.164865
PINE GROVE,VIC,3573,144.297958,-36.164865
PINE GROVE EAST,VIC,3573,144.297958,-36.164865
TERRICK TERRICK EAST,VIC,3573,144.297958,-36.164865
BALD ROCK,VIC,3575,144.159028,-36.055725
GLADFIELD,VIC,3575,144.159028,-36.055725
JUNGABURRA,VIC,3575,144.159028,-36.055725
LODDON VALE,VIC,3575,144.159028,-36.055725
MINCHA,VIC,3575,144.159028,-36.055725
MOLOGA,VIC,3575,144.159028,-36.055725
PYRAMID HILL,VIC,3575,144.159028,-36.055725
SYLVATERRE,VIC,3575,144.159028,-36.055725
TERRICK TERRICK,VIC,3575,144.159028,-36.055725
YARRAWALLA,VIC,3575,144.159028,-36.055725
DURHAM OX,VIC,3576,143.917515,-36.128029
APPIN,VIC,3579,143.769445,-35.767974
APPIN SOUTH,VIC,3579,143.769445,-35.767974
BAEL BAEL,VIC,3579,143.769445,-35.767974
BEAUCHAMP,VIC,3579,143.6250386,-35.62576908
BENJEROOP,VIC,3579,143.769445,-35.767974
BUDGERUM EAST,VIC,3579,143.769445,-35.767974
CAPELS CROSSING,VIC,3579,143.769445,-35.767974
DINGWALL,VIC,3579,143.769445,-35.767974
EAST YEOBURN,VIC,3579,143.769445,-35.767974
FAIRLEY,VIC,3579,143.769445,-35.767974
GONN CROSSING,VIC,3579,143.769445,-35.767974
KERANG,VIC,3579,143.769445,-35.767974
KERANG EAST,VIC,3579,143.769445,-35.767974
KOROOP,VIC,3579,143.769445,-35.767974
LAKE MERAN,VIC,3579,143.769445,-35.767974
MACORNA,VIC,3579,143.769445,-35.767974
MEERING WEST,VIC,3579,143.769445,-35.767974
MILNES BRIDGE,VIC,3579,143.769445,-35.767974
MURRABIT,VIC,3579,143.769445,-35.767974
MURRABIT WEST,VIC,3579,143.769445,-35.767974
MYALL,VIC,3579,143.769445,-35.767974
MYSTIC PARK,VIC,3579,143.769445,-35.767974
NORMANVILLE,VIC,3579,143.769445,-35.767974
PINE VIEW,VIC,3579,143.769445,-35.767974
REEDY LAKE,VIC,3579,143.769445,-35.767974
SANDHILL LAKE,VIC,3579,143.769445,-35.767974
TEAL POINT,VIC,3579,143.769445,-35.767974
TRAGOWEL,VIC,3579,143.769445,-35.767974
WANDELLA,VIC,3579,143.769445,-35.767974
WESTBY,VIC,3579,143.769445,-35.767974
KOONDROOK,VIC,3580,144.094672,-35.639761
BEAUCHAMP,VIC,3581,143.78521,-35.628333
LAKE CHARM,VIC,3581,143.78521,-35.628333
TRESCO,VIC,3583,143.66458,-35.509635
LAKE BOGA,VIC,3584,143.637617,-35.431026
TRESCO WEST,VIC,3584,143.637617,-35.431026
CASTLE DONNINGTON,VIC,3585,143.336906,-35.348388
CHILLINGOLLAH,VIC,3585,143.336906,-35.348388
FISH POINT,VIC,3585,143.336906,-35.348388
GOSCHEN,VIC,3585,143.336906,-35.348388
KUNAT,VIC,3585,143.336906,-35.348388
MEATIAN,VIC,3585,143.336906,-35.348388
NOWIE,VIC,3585,143.336906,-35.348388
NYRRABY,VIC,3585,143.336906,-35.348388
PIRA,VIC,3585,143.336906,-35.348388
POLISBET,VIC,3585,143.1473395,-35.27926115
SPEEWA,VIC,3585,143.336906,-35.348388
SWAN HILL,VIC,3585,143.336906,-35.348388
SWAN HILL PIONEER,VIC,3585,143.336906,-35.348388
SWAN HILL WEST,VIC,3585,143.3980395,-35.35616986
WINLATON,VIC,3585,143.336906,-35.348388
BULGA,VIC,3586,143.792594,-35.114021
MALLAN,NSW,3586,143.792594,-35.114021
MURRAWEE,VIC,3586,143.792594,-35.114021
MURRAYDALE,VIC,3586,143.792594,-35.114021
PENTAL ISLAND,VIC,3586,143.792594,-35.114021
TYNTYNDER,VIC,3586,143.792594,-35.114021
TYNTYNDER SOUTH,VIC,3586,143.792594,-35.114021
ULTIMA EAST,VIC,3586,143.792594,-35.114021
WOORINEN SOUTH,VIC,3588,143.470325,-35.29429
WOORINEN,VIC,3589,143.441248,-35.228436
WOORINEN NORTH,VIC,3589,143.441248,-35.228436
BEVERFORD,VIC,3590,143.493525,-35.235708
VINIFERA,VIC,3591,143.394092,-35.202209
NYAH,VIC,3594,143.346028,-35.138155
NYAH WEST,VIC,3595,143.351682,-35.202752
MIRALIE,VIC,3596,143.327682,-35.123806
TOWAN,VIC,3596,143.327682,-35.123806
WOOD WOOD,VIC,3596,143.327682,-35.123806
KENLEY,VIC,3597,143.189786,-34.965359
KOOLOONONG,VIC,3597,143.189786,-34.965359
LAKE POWELL,VIC,3597,143.189786,-34.965359
NARRUNG,VIC,3597,143.189786,-34.965359
NATYA,VIC,3597,143.189786,-34.965359
PIANGIL,VIC,3597,143.189786,-34.965359
BOUNDARY BEND,VIC,3599,143.143231,-34.729742
TABILK,VIC,3607,145.179762,-36.839707
BAILIESTON,VIC,3608,145.095753,-36.740713
GOULBURN WEIR,VIC,3608,145.095753,-36.740713
GRAYTOWN,VIC,3608,145.095753,-36.740713
KIRWANS BRIDGE,VIC,3608,145.095753,-36.740713
MITCHELLSTOWN,VIC,3608,145.095753,-36.740713
NAGAMBIE,VIC,3608,145.095753,-36.740713
WAHRING,VIC,3608,145.095753,-36.740713
WIRRATE,VIC,3608,145.095753,-36.740713
DHURRINGILE,VIC,3610,145.229349,-36.577628
MOORILIM,VIC,3610,145.229349,-36.577628
MURCHISON,VIC,3610,145.229349,-36.577628
MURCHISON EAST,VIC,3610,145.229349,-36.577628
MURCHISON NORTH,VIC,3610,145.229349,-36.577628
MOORA,VIC,3612,145.019312,-36.575936
RUSHWORTH,VIC,3612,145.019312,-36.575936
WANALTA,VIC,3612,145.019312,-36.575936
WARANGA,VIC,3612,145.019312,-36.575936
WARANGA SHORES,VIC,3612,145.0911963,-36.54807055
WHROO,VIC,3612,145.019312,-36.575936
TOOLAMBA,VIC,3614,145.30098,-36.479193
TOOLAMBA WEST,VIC,3614,145.2688853,-36.48360219
COOMA,VIC,3616,145.145217,-36.464118
GILLIESTON,VIC,3616,145.145217,-36.464118
GIRGARRE EAST,VIC,3616,145.145217,-36.464118
HARSTON,VIC,3616,145.145217,-36.464118
MOOROOPNA NORTH WEST,VIC,3616,145.145217,-36.464118
TATURA,VIC,3616,145.145217,-36.464118
TATURA EAST,VIC,3616,145.145217,-36.464118
TOOLAMBA WEST,VIC,3616,145.145217,-36.464118
WARANGA,VIC,3616,145.068314,-36.49176389
BYRNESIDE,VIC,3617,145.178369,-36.423823
MERRIGUM,VIC,3618,145.125014,-36.37708
KYABRAM,VIC,3619,144.936295,-37.659566
KYABRAM,VIC,3620,145.082735,-36.284584
KYABRAM SOUTH,VIC,3620,145.0857804,-36.38493145
LANCASTER,VIC,3620,145.082735,-36.284584
MOUNT SCOBIE,VIC,3620,145.082735,-36.284584
ST GERMAINS,VIC,3620,145.082735,-36.284584
TARIPTA,VIC,3620,145.082735,-36.284584
WYUNA,VIC,3620,145.082735,-36.284584
WYUNA EAST,VIC,3620,145.082735,-36.284584
KOYUGA SOUTH,VIC,3621,144.961183,-36.206055
KY VALLEY,VIC,3621,144.961183,-36.206055
KY WEST,VIC,3621,144.961183,-36.206055
KYVALLEY,VIC,3621,145.0055758,-36.28071633
TONGALA,VIC,3621,144.961183,-36.206055
YAMBUNA,VIC,3621,144.961183,-36.206055
CORNELIA CREEK,VIC,3622,144.87573,-36.231961
KOYUGA,VIC,3622,144.87573,-36.231961
STRATHALLAN,VIC,3622,144.87573,-36.231961
CARAG CARAG,VIC,3623,144.976813,-36.461381
STANHOPE,VIC,3623,144.976813,-36.461381
STANHOPE SOUTH,VIC,3623,144.976813,-36.461381
GIRGARRE,VIC,3624,144.965763,-36.410186
ARDMONA,VIC,3629,145.260653,-36.287306
COOMBOONA,VIC,3629,145.260653,-36.287306
MOOROOPNA,VIC,3629,145.260653,-36.287306
MOOROOPNA NORTH,VIC,3629,145.260653,-36.287306
UNDERA,VIC,3629,145.260653,-36.287306
BENARCH,VIC,3630,145.403176,-36.380853
BRANDITT,VIC,3630,145.403176,-36.380853
CANIAMBO,VIC,3630,145.403176,-36.380853
COLLIVER,VIC,3630,145.403176,-36.380853
DUNKIRK,VIC,3630,145.403176,-36.380853
SHEPPARTON,VIC,3630,145.403176,-36.380853
SHEPPARTON SOUTH,VIC,3630,145.403176,-36.380853
ARCADIA,VIC,3631,145.526693,-36.428694
ARCADIA SOUTH,VIC,3631,145.526693,-36.428694
BRANDITT,VIC,3631,145.526693,-36.428694
COSGROVE,VIC,3631,145.526693,-36.428694
COSGROVE SOUTH,VIC,3631,145.526693,-36.428694
GRAHAMVALE,VIC,3631,145.526693,-36.428694
KARRAMOMUS,VIC,3631,145.526693,-36.428694
KIALLA,VIC,3631,145.526693,-36.428694
KIALLA EAST,VIC,3631,145.526693,-36.428694
KIALLA WEST,VIC,3631,145.526693,-36.428694
LEMNOS,VIC,3631,145.526693,-36.428694
ORRVALE,VIC,3631,145.526693,-36.428694
PINE LODGE,VIC,3631,145.526693,-36.428694
SHEPPARTON EAST,VIC,3631,145.526693,-36.428694
SHEPPARTON NORTH,VIC,3631,145.526693,-36.428694
TAMLEUGH WEST,VIC,3631,145.526693,-36.428694
SHEPPARTON,VIC,3632,145.603242,-36.544462
CONGUPNA,VIC,3633,145.46296,-36.307936
BUNBARTHA,VIC,3634,145.440315,-36.224186
INVERGORDON SOUTH,VIC,3634,145.440315,-36.224186
KATANDRA,VIC,3634,145.440315,-36.224186
KATANDRA WEST,VIC,3634,145.440315,-36.224186
MARIONVALE,VIC,3634,145.440315,-36.224186
MARUNGI,VIC,3634,145.440315,-36.224186
TALLYGAROOPNA,VIC,3634,145.440315,-36.224186
ZEERUST,VIC,3634,145.440315,-36.224186
KAARIMBA,VIC,3635,145.30827,-36.142596
MUNDOONA,VIC,3635,145.30827,-36.142596
WUNGHNU,VIC,3635,145.30827,-36.142596
DRUMANURE,VIC,3636,145.479471,-36.093878
INVERGORDON,VIC,3636,145.479471,-36.093878
NARING,VIC,3636,145.479471,-36.093878
NUMURKAH,VIC,3636,145.479471,-36.093878
WAAIA,VIC,3637,145.329026,-36.050686
YALCA,VIC,3637,145.329026,-36.050686
KOTUPNA,VIC,3638,145.246572,-36.03202
NATHALIA,VIC,3638,145.246572,-36.03202
YIELIMA,VIC,3638,145.246572,-36.03202
BARMAH,VIC,3639,145.047253,-36.021295
LOWER MOIRA,VIC,3639,145.047253,-36.021295
PICOLA,VIC,3639,145.047253,-36.021295
PICOLA WEST,VIC,3639,145.047253,-36.021295
KATUNGA,VIC,3640,145.486015,-36.00978
BEARII,VIC,3641,145.428306,-35.89718
MYWEE,VIC,3641,145.428306,-35.89718
STRATHMERTON,VIC,3641,145.428306,-35.89718
ULUPNA,VIC,3641,145.428306,-35.89718
COBRAM,VIC,3643,145.631874,-35.955363
BAROOGA,NSW,3644,145.632682,-35.945353
COBRAM,VIC,3644,145.632682,-35.945353
COBRAM EAST,VIC,3644,145.632682,-35.945353
KOONOOMOO,VIC,3644,145.632682,-35.945353
LALALTY,NSW,3644,145.7225347,-35.80932627
MUCKATAH,VIC,3644,145.632682,-35.945353
YARROWEYAH,VIC,3644,145.632682,-35.945353
DOOKIE,VIC,3646,145.704042,-36.247446
MOUNT MAJOR,VIC,3646,145.704042,-36.247446
NALINGA,VIC,3646,145.704042,-36.247446
WAGGARANDALL,VIC,3646,145.7669016,-36.24491655
WATTVILLE,VIC,3646,145.704042,-36.247446
YABBA NORTH,VIC,3646,145.704042,-36.247446
YABBA SOUTH,VIC,3646,145.704042,-36.247446
YOUANMITE,VIC,3646,145.704042,-36.247446
DOOKIE COLLEGE,VIC,3647,145.704473,-36.385331
KATAMATITE,VIC,3649,145.688671,-36.082665
KATAMATITE EAST,VIC,3649,145.688671,-36.082665
BROADFORD,VIC,3658,145.111854,-37.241401
CLONBINANE,VIC,3658,145.111854,-37.241401
CLONBINANE,VIC,3658,145.1574765,-37.35670207
FLOWERDALE,VIC,3658,145.111854,-37.241401
HAZELDENE,VIC,3658,145.111854,-37.241401
REEDY CREEK,VIC,3658,145.111854,-37.241401
STRATH CREEK,VIC,3658,145.111854,-37.241401
SUGARLOAF CREEK,VIC,3658,145.0277018,-37.12839823
SUNDAY CREEK,VIC,3658,145.111854,-37.241401
TYAAK,VIC,3658,145.111854,-37.241401
WATERFORD PARK,VIC,3658,145.111854,-37.241401
SUGARLOAF CREEK,VIC,3659,145.07088,-37.110344
TALLAROOK,VIC,3659,145.07088,-37.110344
CAVEAT,VIC,3660,145.257867,-37.035925
DROPMORE,VIC,3660,145.257867,-37.035925
DYSART,VIC,3660,145.257867,-37.035925
HIGHLANDS,VIC,3660,145.257867,-37.035925
HILLDENE,VIC,3660,145.0457777,-37.03704373
KERRISDALE,VIC,3660,145.257867,-37.035925
KOBYBOYN,VIC,3660,145.257867,-37.035925
NORTHWOOD,VIC,3660,145.257867,-37.035925
SEYMOUR,VIC,3660,145.257867,-37.035925
SEYMOUR SOUTH,VIC,3660,145.257867,-37.035925
TRAWOOL,VIC,3660,145.257867,-37.035925
WHITEHEADS CREEK,VIC,3660,145.257867,-37.035925
SEYMOUR,VIC,3661,146.535346,-38.195993
PUCKAPUNYAL,VIC,3662,144.9486555,-36.9356483
PUCKAPUNYAL MILPO,VIC,3662,144.960214,-36.939204
MANGALORE,VIC,3663,145.158863,-36.910878
AVENEL,VIC,3664,145.298203,-36.927251
UPTON HILL,VIC,3664,145.4034627,-36.89547953
LOCKSLEY,VIC,3665,145.357627,-36.844091
LONGWOOD,VIC,3665,145.357627,-36.844091
PRANJIP,VIC,3665,145.357627,-36.844091
BALMATTUM,VIC,3666,145.565512,-36.786777
CREIGHTON,VIC,3666,145.565512,-36.786777
CREIGHTONS CREEK,VIC,3666,145.565512,-36.786777
EUROA,VIC,3666,145.565512,-36.786777
GOORAM,VIC,3666,145.565512,-36.786777
KELVIN VIEW,VIC,3666,145.565512,-36.786777
KITHBROOK,VIC,3666,145.565512,-36.786777
LONGWOOD EAST,VIC,3666,145.4559546,-36.8382328
MIEPOLL,VIC,3666,145.565512,-36.786777
MOGLONEMBY,VIC,3666,145.565512,-36.786777
MOLKA,VIC,3666,145.565512,-36.786777
PRANJIP,VIC,3666,145.3825696,-36.73207618
RIGGS CREEK,VIC,3666,145.565512,-36.786777
RUFFY,VIC,3666,145.565512,-36.786777
SHEANS CREEK,VIC,3666,145.565512,-36.786777
STRATHBOGIE,VIC,3666,145.565512,-36.786777
TARCOMBE,VIC,3666,145.565512,-36.786777
BOHO,VIC,3669,145.708668,-36.625333
BOHO SOUTH,VIC,3669,145.708668,-36.625333
CREEK JUNCTION,VIC,3669,145.708668,-36.625333
EARLSTON,VIC,3669,145.708668,-36.625333
GOWANGARDIE,VIC,3669,145.708668,-36.625333
KOONDA,VIC,3669,145.708668,-36.625333
MARRAWEENEY,VIC,3669,145.708668,-36.625333
TAMLEUGH,VIC,3669,145.708668,-36.625333
TAMLEUGH NORTH,VIC,3669,145.708668,-36.625333
UPOTIPOTPON,VIC,3669,145.8003272,-36.49668169
VIOLET TOWN,VIC,3669,145.708668,-36.625333
BADDAGINNIE,VIC,3670,145.852449,-36.623748
TARNOOK,VIC,3670,145.852449,-36.623748
WARRENBAYNE,VIC,3670,145.852449,-36.623748
BENALLA,VIC,3671,145.420691,-36.385144
BENALLA,VIC,3672,145.977761,-36.554936
BENALLA WEST,VIC,3672,145.977761,-36.554936
BENALLA,VIC,3673,146.062514,-36.669929
BROKEN CREEK,VIC,3673,146.062514,-36.669929
GOOMALIBEE,VIC,3673,146.062514,-36.669929
KILFEERA,VIC,3673,146.062514,-36.669929
LAKE MOKOAN,VIC,3673,146.062514,-36.669929
LIMA,VIC,3673,146.062514,-36.669929
LIMA EAST,VIC,3673,146.062514,-36.669929
LIMA SOUTH,VIC,3673,146.062514,-36.669929
LURG,VIC,3673,146.062514,-36.669929
MOLYULLAH,VIC,3673,146.062514,-36.669929
MOORNGAG,VIC,3673,146.062514,-36.669929
SAMARIA,VIC,3673,146.062514,-36.669929
SWANPOOL,VIC,3673,146.062514,-36.669929
TATONG,VIC,3673,146.062514,-36.669929
UPOTIPOTPON,VIC,3673,146.062514,-36.669929
UPPER LURG,VIC,3673,146.062514,-36.669929
UPPER RYANS CREEK,VIC,3673,146.062514,-36.669929
WINTON,VIC,3673,146.062514,-36.669929
WINTON NORTH,VIC,3673,146.062514,-36.669929
BOWEYA,VIC,3675,146.266835,-36.565078
BOWEYA NORTH,VIC,3675,146.266835,-36.565078
GLENROWAN,VIC,3675,146.266835,-36.565078
GLENROWAN WEST,VIC,3675,146.266835,-36.565078
GRETA,VIC,3675,146.266835,-36.565078
GRETA SOUTH,VIC,3675,146.266835,-36.565078
GRETA WEST,VIC,3675,146.266835,-36.565078
HANSONVILLE,VIC,3675,146.266835,-36.565078
MOUNT BRUNO,VIC,3675,146.266835,-36.565078
TAMINICK,VIC,3675,146.266835,-36.565078
WANGARATTA,VIC,3676,146.338612,-36.341245
APPIN PARK,VIC,3677,146.330564,-36.358017
WANGARATTA,VIC,3677,146.330564,-36.358017
WANGARATTA WEST,VIC,3677,146.330564,-36.358017
YARRUNGA,VIC,3677,146.330564,-36.358017
BOBINAWARRAH,VIC,3678,146.482439,-36.68892
BOORHAMAN,VIC,3678,146.482439,-36.68892
BOORHAMAN EAST,VIC,3678,146.482439,-36.68892
BOWSER,VIC,3678,146.482439,-36.68892
BYAWATHA,VIC,3678,146.482439,-36.68892
CARBOOR,VIC,3678,146.482439,-36.68892
